"Coupon Code","Created On",Used,"Times Used"
VTLFB5,"Mar 19, 2017 1:58:43 PM",No,0
CXZ1LW,"Mar 19, 2017 1:58:43 PM",No,0
BCF4Y9,"Mar 19, 2017 1:58:43 PM",No,0
JPGAPE,"Mar 19, 2017 1:58:43 PM",No,0
FRB5U3,"Mar 19, 2017 1:58:43 PM",No,0
VURTM8,"Mar 19, 2017 1:58:43 PM",No,0
F3HEC9,"Mar 19, 2017 1:58:43 PM",No,0
EFW285,"Mar 19, 2017 1:58:43 PM",No,0
Y3PZB4,"Mar 19, 2017 1:58:43 PM",No,0
QWN9I8,"Mar 19, 2017 1:58:43 PM",No,0
43VZHD,"Mar 19, 2017 1:58:43 PM",No,0
0GSPTF,"Mar 19, 2017 1:58:43 PM",No,0
4FN0J7,"Mar 19, 2017 1:58:43 PM",No,0
5I7ZWR,"Mar 19, 2017 1:58:43 PM",No,0
9DQC68,"Mar 19, 2017 1:58:43 PM",No,0
UBENHO,"Mar 19, 2017 1:58:43 PM",No,0
ECXLVR,"Mar 19, 2017 1:58:43 PM",No,0
4TE4QM,"Mar 19, 2017 1:58:43 PM",No,0
SYSSQN,"Mar 19, 2017 1:58:43 PM",No,0
61K5MK,"Mar 19, 2017 1:58:43 PM",No,0
4HIHO7,"Mar 19, 2017 1:58:43 PM",No,0
6EL11I,"Mar 19, 2017 1:58:43 PM",No,0
DMP4JE,"Mar 19, 2017 1:58:43 PM",No,0
JUDAE5,"Mar 19, 2017 1:58:43 PM",No,0
ZV9WF6,"Mar 19, 2017 1:58:43 PM",No,0
0N5NG2,"Mar 19, 2017 1:58:43 PM",No,0
QQ60MN,"Mar 19, 2017 1:58:43 PM",No,0
8LTVNU,"Mar 19, 2017 1:58:43 PM",No,0
73D7W6,"Mar 19, 2017 1:58:43 PM",No,0
QMZYNR,"Mar 19, 2017 1:58:43 PM",No,0
Y7ZVFJ,"Mar 19, 2017 1:58:43 PM",No,0
VT5C3J,"Mar 19, 2017 1:58:43 PM",No,0
QDRDG7,"Mar 19, 2017 1:58:43 PM",No,0
29TFKM,"Mar 19, 2017 1:58:43 PM",No,0
SUJSSN,"Mar 19, 2017 1:58:43 PM",No,0
UUSNL2,"Mar 19, 2017 1:58:43 PM",No,0
RIXKQJ,"Mar 19, 2017 1:58:43 PM",No,0
FHCBC4,"Mar 19, 2017 1:58:43 PM",No,0
1VEN3O,"Mar 19, 2017 1:58:43 PM",No,0
964DII,"Mar 19, 2017 1:58:43 PM",No,0
Z00ZME,"Mar 19, 2017 1:58:43 PM",No,0
57P1MO,"Mar 19, 2017 1:58:43 PM",No,0
CYSSMF,"Mar 19, 2017 1:58:43 PM",No,0
H6E3XR,"Mar 19, 2017 1:58:43 PM",No,0
0ARZAY,"Mar 19, 2017 1:58:43 PM",No,0
6HWSCU,"Mar 19, 2017 1:58:43 PM",No,0
NVAGK0,"Mar 19, 2017 1:58:43 PM",No,0
XT3BDN,"Mar 19, 2017 1:58:43 PM",No,0
L750NI,"Mar 19, 2017 1:58:43 PM",No,0
IPNEP7,"Mar 19, 2017 1:58:43 PM",No,0
JPTKEX,"Mar 19, 2017 1:58:43 PM",No,0
LKXXJZ,"Mar 19, 2017 1:58:43 PM",No,0
ENQSJG,"Mar 19, 2017 1:58:43 PM",No,0
9VH31K,"Mar 19, 2017 1:58:43 PM",No,0
RR9K8S,"Mar 19, 2017 1:58:43 PM",No,0
285MDR,"Mar 19, 2017 1:58:43 PM",No,0
525VGF,"Mar 19, 2017 1:58:43 PM",No,0
Z5ZCU9,"Mar 19, 2017 1:58:43 PM",No,0
WZ11E5,"Mar 19, 2017 1:58:43 PM",No,0
3U5F0M,"Mar 19, 2017 1:58:43 PM",No,0
4HXTX1,"Mar 19, 2017 1:58:43 PM",No,0
28R5J2,"Mar 19, 2017 1:58:43 PM",No,0
DRC0RX,"Mar 19, 2017 1:58:43 PM",No,0
FLX1KN,"Mar 19, 2017 1:58:43 PM",No,0
S3T5RU,"Mar 19, 2017 1:58:43 PM",No,0
TB58U2,"Mar 19, 2017 1:58:43 PM",No,0
0XVU47,"Mar 19, 2017 1:58:43 PM",No,0
Q3YKVL,"Mar 19, 2017 1:58:43 PM",No,0
6ZJLN1,"Mar 19, 2017 1:58:43 PM",No,0
TV2V93,"Mar 19, 2017 1:58:43 PM",No,0
P39OCU,"Mar 19, 2017 1:58:43 PM",No,0
CGCZEW,"Mar 19, 2017 1:58:43 PM",No,0
YIZPUG,"Mar 19, 2017 1:58:43 PM",No,0
TJULNR,"Mar 19, 2017 1:58:43 PM",No,0
AYO36C,"Mar 19, 2017 1:58:43 PM",No,0
18M9E1,"Mar 19, 2017 1:58:43 PM",No,0
6CFXU2,"Mar 19, 2017 1:58:43 PM",No,0
RNZW71,"Mar 19, 2017 1:58:43 PM",No,0
L751LB,"Mar 19, 2017 1:58:43 PM",No,0
WYCM3E,"Mar 19, 2017 1:58:43 PM",No,0
U6EDWO,"Mar 19, 2017 1:58:43 PM",No,0
UD44CS,"Mar 19, 2017 1:58:43 PM",No,0
1NQMXO,"Mar 19, 2017 1:58:43 PM",No,0
44YPV9,"Mar 19, 2017 1:58:43 PM",No,0
PGSB13,"Mar 19, 2017 1:58:43 PM",No,0
HJ2GS8,"Mar 19, 2017 1:58:43 PM",No,0
QTNT1P,"Mar 19, 2017 1:58:43 PM",No,0
QLG7TS,"Mar 19, 2017 1:58:43 PM",No,0
GV0RJV,"Mar 19, 2017 1:58:43 PM",No,0
90D5LJ,"Mar 19, 2017 1:58:43 PM",No,0
R0YH7J,"Mar 19, 2017 1:58:43 PM",No,0
OH2FSS,"Mar 19, 2017 1:58:43 PM",No,0
DDO1Q7,"Mar 19, 2017 1:58:43 PM",No,0
LG75ZN,"Mar 19, 2017 1:58:43 PM",No,0
84KKQB,"Mar 19, 2017 1:58:43 PM",No,0
WFRN07,"Mar 19, 2017 1:58:43 PM",No,0
6EDCLI,"Mar 19, 2017 1:58:43 PM",No,0
YC34V4,"Mar 19, 2017 1:58:43 PM",No,0
LT1HH6,"Mar 19, 2017 1:58:43 PM",No,0
4ZMCPD,"Mar 19, 2017 1:58:43 PM",No,0
7LP7O7,"Mar 19, 2017 1:58:43 PM",No,0
0P11L3,"Mar 19, 2017 1:58:43 PM",No,0
3VGZP0,"Mar 19, 2017 1:58:43 PM",No,0
93L6JK,"Mar 19, 2017 1:58:43 PM",No,0
3U8LS5,"Mar 19, 2017 1:58:43 PM",No,0
95GNXJ,"Mar 19, 2017 1:58:43 PM",No,0
AVP3E2,"Mar 19, 2017 1:58:43 PM",No,0
5HM286,"Mar 19, 2017 1:58:43 PM",No,0
ADV7HO,"Mar 19, 2017 1:58:43 PM",No,0
DPWLI0,"Mar 19, 2017 1:58:43 PM",No,0
CRRV2I,"Mar 19, 2017 1:58:43 PM",No,0
WGUN6O,"Mar 19, 2017 1:58:43 PM",No,0
SPV8U4,"Mar 19, 2017 1:58:43 PM",No,0
D5T1LY,"Mar 19, 2017 1:58:43 PM",No,0
2YAM4I,"Mar 19, 2017 1:58:43 PM",No,0
2BUSN0,"Mar 19, 2017 1:58:43 PM",No,0
WCHYP5,"Mar 19, 2017 1:58:43 PM",No,0
WNRJXM,"Mar 19, 2017 1:58:43 PM",No,0
JY1BEW,"Mar 19, 2017 1:58:43 PM",No,0
8GGPLA,"Mar 19, 2017 1:58:43 PM",No,0
9V663W,"Mar 19, 2017 1:58:43 PM",No,0
C7QZTM,"Mar 19, 2017 1:58:43 PM",No,0
8N5YPC,"Mar 19, 2017 1:58:43 PM",No,0
VIFAVR,"Mar 19, 2017 1:58:43 PM",No,0
E0AXJQ,"Mar 19, 2017 1:58:43 PM",No,0
E0QUUZ,"Mar 19, 2017 1:58:43 PM",No,0
ESWVDA,"Mar 19, 2017 1:58:43 PM",No,0
VCPDM1,"Mar 19, 2017 1:58:43 PM",No,0
9P5VY1,"Mar 19, 2017 1:58:43 PM",No,0
GVAJQR,"Mar 19, 2017 1:58:43 PM",No,0
NU0EWQ,"Mar 19, 2017 1:58:43 PM",No,0
H0M5XT,"Mar 19, 2017 1:58:43 PM",No,0
KEXS38,"Mar 19, 2017 1:58:43 PM",No,0
POHN63,"Mar 19, 2017 1:58:43 PM",No,0
985TGL,"Mar 19, 2017 1:58:43 PM",No,0
RNIBG0,"Mar 19, 2017 1:58:43 PM",No,0
X6448G,"Mar 19, 2017 1:58:43 PM",No,0
0LMNVN,"Mar 19, 2017 1:58:43 PM",No,0
X7HIHK,"Mar 19, 2017 1:58:43 PM",No,0
0LKHR9,"Mar 19, 2017 1:58:43 PM",No,0
K155D2,"Mar 19, 2017 1:58:43 PM",No,0
GIUT1D,"Mar 19, 2017 1:58:43 PM",No,0
AWGQXY,"Mar 19, 2017 1:58:43 PM",No,0
Y7ODXZ,"Mar 19, 2017 1:58:43 PM",No,0
KG43E9,"Mar 19, 2017 1:58:43 PM",No,0
NOONPW,"Mar 19, 2017 1:58:43 PM",No,0
NLXCJ2,"Mar 19, 2017 1:58:43 PM",No,0
1EKLYI,"Mar 19, 2017 1:58:43 PM",No,0
Y8ORYS,"Mar 19, 2017 1:58:43 PM",No,0
XXVN4Y,"Mar 19, 2017 1:58:43 PM",No,0
BJXD60,"Mar 19, 2017 1:58:43 PM",No,0
G45N6C,"Mar 19, 2017 1:58:43 PM",No,0
5KUDLS,"Mar 19, 2017 1:58:43 PM",No,0
HDIGUY,"Mar 19, 2017 1:58:43 PM",No,0
WVMJF9,"Mar 19, 2017 1:58:43 PM",No,0
7D6EMN,"Mar 19, 2017 1:58:43 PM",No,0
SB0H6R,"Mar 19, 2017 1:58:43 PM",No,0
G65IF6,"Mar 19, 2017 1:58:43 PM",No,0
RDNPY7,"Mar 19, 2017 1:58:43 PM",No,0
P5BMLN,"Mar 19, 2017 1:58:43 PM",No,0
PX49MD,"Mar 19, 2017 1:58:43 PM",No,0
9RB1YB,"Mar 19, 2017 1:58:43 PM",No,0
U15RIV,"Mar 19, 2017 1:58:43 PM",No,0
MB2YNP,"Mar 19, 2017 1:58:43 PM",No,0
ZOASY6,"Mar 19, 2017 1:58:43 PM",No,0
5ICBUE,"Mar 19, 2017 1:58:43 PM",No,0
DW2O1I,"Mar 19, 2017 1:58:43 PM",No,0
FL14YU,"Mar 19, 2017 1:58:43 PM",No,0
NFVXT2,"Mar 19, 2017 1:58:43 PM",No,0
UHTDM9,"Mar 19, 2017 1:58:43 PM",No,0
AP00KR,"Mar 19, 2017 1:58:43 PM",No,0
M0IEUO,"Mar 19, 2017 1:58:43 PM",No,0
QC7NLB,"Mar 19, 2017 1:58:43 PM",No,0
X4EF7K,"Mar 19, 2017 1:58:43 PM",No,0
2DIUYD,"Mar 19, 2017 1:58:43 PM",No,0
9VVTKA,"Mar 19, 2017 1:58:43 PM",No,0
T5SKEK,"Mar 19, 2017 1:58:43 PM",No,0
3OA61G,"Mar 19, 2017 1:58:43 PM",No,0
2T2EYA,"Mar 19, 2017 1:58:43 PM",No,0
IF16WO,"Mar 19, 2017 1:58:43 PM",No,0
20MK9S,"Mar 19, 2017 1:58:43 PM",No,0
57XNJV,"Mar 19, 2017 1:58:43 PM",No,0
3R47A3,"Mar 19, 2017 1:58:43 PM",No,0
AOUIB4,"Mar 19, 2017 1:58:43 PM",No,0
N2I02Y,"Mar 19, 2017 1:58:43 PM",No,0
RBZMJR,"Mar 19, 2017 1:58:43 PM",No,0
PX1TTB,"Mar 19, 2017 1:58:43 PM",No,0
765MBB,"Mar 19, 2017 1:58:43 PM",No,0
095JVZ,"Mar 19, 2017 1:58:43 PM",No,0
29S04P,"Mar 19, 2017 1:58:43 PM",No,0
OA0N4Z,"Mar 19, 2017 1:58:43 PM",No,0
TUJ20U,"Mar 19, 2017 1:58:43 PM",No,0
OM4X40,"Mar 19, 2017 1:58:43 PM",No,0
6YYXTP,"Mar 19, 2017 1:58:43 PM",No,0
IEU5LL,"Mar 19, 2017 1:58:43 PM",No,0
OOKJPJ,"Mar 19, 2017 1:58:43 PM",No,0
JNBIQ9,"Mar 19, 2017 1:58:43 PM",No,0
7MZ27D,"Mar 19, 2017 1:58:43 PM",No,0
W7P0S4,"Mar 19, 2017 1:58:43 PM",No,0
DQLMRH,"Mar 19, 2017 1:58:43 PM",No,0
P3GYIC,"Mar 19, 2017 1:58:43 PM",No,0
KTVZX5,"Mar 19, 2017 1:58:43 PM",No,0
E0MHC3,"Mar 19, 2017 1:58:43 PM",No,0
GVTREA,"Mar 19, 2017 1:58:43 PM",No,0
L418XG,"Mar 19, 2017 1:58:43 PM",No,0
11ZGMG,"Mar 19, 2017 1:58:43 PM",No,0
HPKAKO,"Mar 19, 2017 1:58:43 PM",No,0
OH4X0M,"Mar 19, 2017 1:58:43 PM",No,0
Z0HRL8,"Mar 19, 2017 1:58:43 PM",No,0
RAZMON,"Mar 19, 2017 1:58:43 PM",No,0
MOE9FB,"Mar 19, 2017 1:58:43 PM",No,0
BJ8VL3,"Mar 19, 2017 1:58:43 PM",No,0
3DRGN4,"Mar 19, 2017 1:58:43 PM",No,0
AT4Y2Q,"Mar 19, 2017 1:58:43 PM",No,0
3OS5PA,"Mar 19, 2017 1:58:43 PM",No,0
84YY85,"Mar 19, 2017 1:58:43 PM",No,0
NF4HSL,"Mar 19, 2017 1:58:43 PM",No,0
JONDEB,"Mar 19, 2017 1:58:43 PM",No,0
OHNES4,"Mar 19, 2017 1:58:43 PM",No,0
A7F1WS,"Mar 19, 2017 1:58:43 PM",No,0
T7AJW1,"Mar 19, 2017 1:58:43 PM",No,0
VKAWBY,"Mar 19, 2017 1:58:43 PM",No,0
BWSVRI,"Mar 19, 2017 1:58:43 PM",No,0
6PRY7T,"Mar 19, 2017 1:58:43 PM",No,0
78A2RC,"Mar 19, 2017 1:58:43 PM",No,0
ZGRQ6J,"Mar 19, 2017 1:58:43 PM",No,0
OWI13Q,"Mar 19, 2017 1:58:43 PM",No,0
QUD9W6,"Mar 19, 2017 1:58:43 PM",No,0
XX3FL2,"Mar 19, 2017 1:58:43 PM",No,0
4KEUAF,"Mar 19, 2017 1:58:43 PM",No,0
PJ4LDO,"Mar 19, 2017 1:58:43 PM",No,0
YOCWTP,"Mar 19, 2017 1:58:43 PM",No,0
UABFL2,"Mar 19, 2017 1:58:43 PM",No,0
L56REL,"Mar 19, 2017 1:58:43 PM",No,0
DTSIQ2,"Mar 19, 2017 1:58:43 PM",No,0
M4OHKC,"Mar 19, 2017 1:58:43 PM",No,0
8NLSIV,"Mar 19, 2017 1:58:43 PM",No,0
VDMN6D,"Mar 19, 2017 1:58:43 PM",No,0
L0G3OG,"Mar 19, 2017 1:58:43 PM",No,0
6M7JO0,"Mar 19, 2017 1:58:43 PM",No,0
OF991S,"Mar 19, 2017 1:58:43 PM",No,0
VODP2S,"Mar 19, 2017 1:58:43 PM",No,0
9JTFMW,"Mar 19, 2017 1:58:43 PM",No,0
HG30MX,"Mar 19, 2017 1:58:43 PM",No,0
87JEN1,"Mar 19, 2017 1:58:43 PM",No,0
A8MV2C,"Mar 19, 2017 1:58:43 PM",No,0
RTDPZ9,"Mar 19, 2017 1:58:43 PM",No,0
EOATLT,"Mar 19, 2017 1:58:43 PM",No,0
70NWVT,"Mar 19, 2017 1:58:43 PM",No,0
YMIS2N,"Mar 19, 2017 1:58:43 PM",No,0
6AK1Q5,"Mar 19, 2017 1:58:43 PM",No,0
3NCAPA,"Mar 19, 2017 1:58:43 PM",No,0
3851W0,"Mar 19, 2017 1:58:43 PM",No,0
3Q176G,"Mar 19, 2017 1:58:43 PM",No,0
38LSXN,"Mar 19, 2017 1:58:43 PM",No,0
BPWZMH,"Mar 19, 2017 1:58:43 PM",No,0
C22DDB,"Mar 19, 2017 1:58:43 PM",No,0
CO8BLH,"Mar 19, 2017 1:58:43 PM",No,0
PWRC75,"Mar 19, 2017 1:58:43 PM",No,0
F1SM13,"Mar 19, 2017 1:58:43 PM",No,0
Z0KH2Z,"Mar 19, 2017 1:58:43 PM",No,0
XBYRPL,"Mar 19, 2017 1:58:43 PM",No,0
WON0T3,"Mar 19, 2017 1:58:43 PM",No,0
3OL17C,"Mar 19, 2017 1:58:43 PM",No,0
15XGX7,"Mar 19, 2017 1:58:43 PM",No,0
DPYA80,"Mar 19, 2017 1:58:43 PM",No,0
U2OHS7,"Mar 19, 2017 1:58:43 PM",No,0
44P4EQ,"Mar 19, 2017 1:58:43 PM",No,0
5OF4PA,"Mar 19, 2017 1:58:43 PM",No,0
EBDUEL,"Mar 19, 2017 1:58:43 PM",No,0
R8I790,"Mar 19, 2017 1:58:43 PM",No,0
SEG8RC,"Mar 19, 2017 1:58:43 PM",No,0
SAM5A9,"Mar 19, 2017 1:58:43 PM",No,0
EAZKGL,"Mar 19, 2017 1:58:43 PM",No,0
NVFZV4,"Mar 19, 2017 1:58:43 PM",No,0
TCLB7J,"Mar 19, 2017 1:58:43 PM",No,0
6PJTLB,"Mar 19, 2017 1:58:43 PM",No,0
XN84H4,"Mar 19, 2017 1:58:43 PM",No,0
ACN9JV,"Mar 19, 2017 1:58:43 PM",No,0
FJOLRK,"Mar 19, 2017 1:58:43 PM",No,0
GKHQUO,"Mar 19, 2017 1:58:43 PM",No,0
PMRC4Q,"Mar 19, 2017 1:58:43 PM",No,0
O9N6Y3,"Mar 19, 2017 1:58:43 PM",No,0
1PZW9M,"Mar 19, 2017 1:58:43 PM",No,0
ZX45V2,"Mar 19, 2017 1:58:43 PM",No,0
7P88DG,"Mar 19, 2017 1:58:43 PM",No,0
6WKGO9,"Mar 19, 2017 1:58:43 PM",No,0
WEO4TA,"Mar 19, 2017 1:58:43 PM",No,0
ZE2VI9,"Mar 19, 2017 1:58:43 PM",No,0
44WQCN,"Mar 19, 2017 1:58:43 PM",No,0
9YA9JC,"Mar 19, 2017 1:58:43 PM",No,0
ACBAAJ,"Mar 19, 2017 1:58:43 PM",No,0
ENBEC4,"Mar 19, 2017 1:58:43 PM",No,0
XYFY5G,"Mar 19, 2017 1:58:43 PM",No,0
BJ44O6,"Mar 19, 2017 1:58:43 PM",No,0
6JUWQP,"Mar 19, 2017 1:58:43 PM",No,0
PXHIP4,"Mar 19, 2017 1:58:43 PM",No,0
95CKZC,"Mar 19, 2017 1:58:43 PM",No,0
1HKSCV,"Mar 19, 2017 1:58:43 PM",No,0
MR9H7H,"Mar 19, 2017 1:58:43 PM",No,0
MTXX1C,"Mar 19, 2017 1:58:43 PM",No,0
R2M5P6,"Mar 19, 2017 1:58:43 PM",No,0
B73DSA,"Mar 19, 2017 1:58:43 PM",No,0
G4DFXU,"Mar 19, 2017 1:58:43 PM",No,0
5KX6OG,"Mar 19, 2017 1:58:43 PM",No,0
NIXYM1,"Mar 19, 2017 1:58:43 PM",No,0
47SOI3,"Mar 19, 2017 1:58:43 PM",No,0
1DF5SP,"Mar 19, 2017 1:58:43 PM",No,0
9XW8HC,"Mar 19, 2017 1:58:43 PM",No,0
45FDV1,"Mar 19, 2017 1:58:43 PM",No,0
GYRD0X,"Mar 19, 2017 1:58:43 PM",No,0
2HVZI3,"Mar 19, 2017 1:58:43 PM",No,0
GUKV2X,"Mar 19, 2017 1:58:43 PM",No,0
EH6NO9,"Mar 19, 2017 1:58:43 PM",No,0
ML6TTN,"Mar 19, 2017 1:58:43 PM",No,0
RPRMKQ,"Mar 19, 2017 1:58:43 PM",No,0
HIQQVQ,"Mar 19, 2017 1:58:43 PM",No,0
346CDD,"Mar 19, 2017 1:58:43 PM",No,0
7F9FHF,"Mar 19, 2017 1:58:43 PM",No,0
CCNZTO,"Mar 19, 2017 1:58:43 PM",No,0
2Q6YO3,"Mar 19, 2017 1:58:43 PM",No,0
2HN6Z5,"Mar 19, 2017 1:58:43 PM",No,0
IY7VX2,"Mar 19, 2017 1:58:43 PM",No,0
NHBNML,"Mar 19, 2017 1:58:43 PM",No,0
PK4BQX,"Mar 19, 2017 1:58:43 PM",No,0
FSUDBV,"Mar 19, 2017 1:58:43 PM",No,0
A01H6D,"Mar 19, 2017 1:58:43 PM",No,0
X3FE8Y,"Mar 19, 2017 1:58:43 PM",No,0
5XCCNO,"Mar 19, 2017 1:58:43 PM",No,0
128PIY,"Mar 19, 2017 1:58:43 PM",No,0
U7UOPW,"Mar 19, 2017 1:58:43 PM",No,0
CBRKYU,"Mar 19, 2017 1:58:43 PM",No,0
HTBX2B,"Mar 19, 2017 1:58:43 PM",No,0
TY3NYE,"Mar 19, 2017 1:58:43 PM",No,0
T896MI,"Mar 19, 2017 1:58:43 PM",No,0
V5SUYO,"Mar 19, 2017 1:58:43 PM",No,0
HZHU9J,"Mar 19, 2017 1:58:43 PM",No,0
0R0V3M,"Mar 19, 2017 1:58:43 PM",No,0
7KUQZO,"Mar 19, 2017 1:58:43 PM",No,0
L3BKG9,"Mar 19, 2017 1:58:43 PM",No,0
A9JBSG,"Mar 19, 2017 1:58:43 PM",No,0
TNHKBP,"Mar 19, 2017 1:58:43 PM",No,0
1RYEMO,"Mar 19, 2017 1:58:43 PM",No,0
XAADFR,"Mar 19, 2017 1:58:43 PM",No,0
ATV2HF,"Mar 19, 2017 1:58:43 PM",No,0
ISSE5I,"Mar 19, 2017 1:58:43 PM",No,0
5V8CG9,"Mar 19, 2017 1:58:43 PM",No,0
D4AYCJ,"Mar 19, 2017 1:58:43 PM",No,0
6J69CR,"Mar 19, 2017 1:58:43 PM",No,0
X6TSDQ,"Mar 19, 2017 1:58:43 PM",No,0
IK252J,"Mar 19, 2017 1:58:43 PM",No,0
GQM8ZK,"Mar 19, 2017 1:58:43 PM",No,0
PTB17J,"Mar 19, 2017 1:58:43 PM",No,0
VBLFDM,"Mar 19, 2017 1:58:43 PM",No,0
0JJA55,"Mar 19, 2017 1:58:43 PM",No,0
1SVBA9,"Mar 19, 2017 1:58:43 PM",No,0
ID7BWS,"Mar 19, 2017 1:58:43 PM",No,0
ATWJ5F,"Mar 19, 2017 1:58:43 PM",No,0
AUHYH6,"Mar 19, 2017 1:58:43 PM",No,0
Z1PXPX,"Mar 19, 2017 1:58:43 PM",No,0
QM7USL,"Mar 19, 2017 1:58:43 PM",No,0
F2KPBE,"Mar 19, 2017 1:58:43 PM",No,0
7DZ16O,"Mar 19, 2017 1:58:43 PM",No,0
JK0GO8,"Mar 19, 2017 1:58:43 PM",No,0
Z6HT29,"Mar 19, 2017 1:58:43 PM",No,0
YJUCDR,"Mar 19, 2017 1:58:43 PM",No,0
P44YSN,"Mar 19, 2017 1:58:43 PM",No,0
J918PY,"Mar 19, 2017 1:58:43 PM",No,0
HMWLND,"Mar 19, 2017 1:58:43 PM",No,0
M1YDMD,"Mar 19, 2017 1:58:43 PM",No,0
7IZ568,"Mar 19, 2017 1:58:43 PM",No,0
PYSQDK,"Mar 19, 2017 1:58:43 PM",No,0
U7Z99M,"Mar 19, 2017 1:58:43 PM",No,0
L9FUNQ,"Mar 19, 2017 1:58:43 PM",No,0
B5QLQ6,"Mar 19, 2017 1:58:43 PM",No,0
PN300E,"Mar 19, 2017 1:58:43 PM",No,0
YK79TV,"Mar 19, 2017 1:58:43 PM",No,0
XAYDQY,"Mar 19, 2017 1:58:43 PM",No,0
OMH8FM,"Mar 19, 2017 1:58:43 PM",No,0
C4Y2XG,"Mar 19, 2017 1:58:43 PM",No,0
6JPD69,"Mar 19, 2017 1:58:43 PM",No,0
F3ZWKG,"Mar 19, 2017 1:58:43 PM",No,0
4SF4UI,"Mar 19, 2017 1:58:43 PM",No,0
APFH0K,"Mar 19, 2017 1:58:43 PM",No,0
EQRS0E,"Mar 19, 2017 1:58:43 PM",No,0
D3QRVT,"Mar 19, 2017 1:58:43 PM",No,0
2EE4X7,"Mar 19, 2017 1:58:43 PM",No,0
PRR5GH,"Mar 19, 2017 1:58:43 PM",No,0
65H7XA,"Mar 19, 2017 1:58:43 PM",No,0
S773X3,"Mar 19, 2017 1:58:43 PM",No,0
1IHSOQ,"Mar 19, 2017 1:58:43 PM",No,0
I2GX7S,"Mar 19, 2017 1:58:43 PM",No,0
9S37FR,"Mar 19, 2017 1:58:43 PM",No,0
3HT5KC,"Mar 19, 2017 1:58:43 PM",No,0
V2CRYE,"Mar 19, 2017 1:58:43 PM",No,0
2TR9F2,"Mar 19, 2017 1:58:43 PM",No,0
37EHBE,"Mar 19, 2017 1:58:43 PM",No,0
PJMTEA,"Mar 19, 2017 1:58:43 PM",No,0
IRPPRX,"Mar 19, 2017 1:58:43 PM",No,0
5306RB,"Mar 19, 2017 1:58:43 PM",No,0
W27ESP,"Mar 19, 2017 1:58:43 PM",No,0
TN5SJ4,"Mar 19, 2017 1:58:43 PM",No,0
FCBEDC,"Mar 19, 2017 1:58:43 PM",No,0
LROSIH,"Mar 19, 2017 1:58:43 PM",No,0
GUTAA3,"Mar 19, 2017 1:58:43 PM",No,0
MM98UK,"Mar 19, 2017 1:58:43 PM",No,0
LQB1V9,"Mar 19, 2017 1:58:43 PM",No,0
F2TDTE,"Mar 19, 2017 1:58:43 PM",No,0
4E7EW9,"Mar 19, 2017 1:58:43 PM",No,0
LJCBC0,"Mar 19, 2017 1:58:43 PM",No,0
EIRAP1,"Mar 19, 2017 1:58:43 PM",No,0
GTSXPI,"Mar 19, 2017 1:58:43 PM",No,0
AYA6WR,"Mar 19, 2017 1:58:43 PM",No,0
36V2MA,"Mar 19, 2017 1:58:43 PM",No,0
KNBNY1,"Mar 19, 2017 1:58:43 PM",No,0
BEN0KB,"Mar 19, 2017 1:58:43 PM",No,0
H2PEML,"Mar 19, 2017 1:58:43 PM",No,0
12AZVR,"Mar 19, 2017 1:58:43 PM",No,0
IZTUDC,"Mar 19, 2017 1:58:43 PM",No,0
N1K2SH,"Mar 19, 2017 1:58:43 PM",No,0
L82WZB,"Mar 19, 2017 1:58:43 PM",No,0
5IZEFS,"Mar 19, 2017 1:58:43 PM",No,0
POEB4O,"Mar 19, 2017 1:58:43 PM",No,0
T507NP,"Mar 19, 2017 1:58:43 PM",No,0
FEHT3C,"Mar 19, 2017 1:58:43 PM",No,0
K1B68K,"Mar 19, 2017 1:58:43 PM",No,0
4UG1S2,"Mar 19, 2017 1:58:43 PM",No,0
XLO334,"Mar 19, 2017 1:58:43 PM",No,0
WY11EZ,"Mar 19, 2017 1:58:43 PM",No,0
BKFVWP,"Mar 19, 2017 1:58:43 PM",No,0
5GOWIO,"Mar 19, 2017 1:58:43 PM",No,0
AGPYIT,"Mar 19, 2017 1:58:43 PM",No,0
DDSBA4,"Mar 19, 2017 1:58:43 PM",No,0
7ARQ7E,"Mar 19, 2017 1:58:43 PM",No,0
W7PESD,"Mar 19, 2017 1:58:43 PM",No,0
YHJBT8,"Mar 19, 2017 1:58:43 PM",No,0
97YNL0,"Mar 19, 2017 1:58:43 PM",No,0
Z3OJM3,"Mar 19, 2017 1:58:43 PM",No,0
YHM3HB,"Mar 19, 2017 1:58:43 PM",No,0
SS4SPY,"Mar 19, 2017 1:58:43 PM",No,0
VKDC8Y,"Mar 19, 2017 1:58:43 PM",No,0
JOUCJN,"Mar 19, 2017 1:58:43 PM",No,0
3FIVHP,"Mar 19, 2017 1:58:43 PM",No,0
RLFTLU,"Mar 19, 2017 1:58:43 PM",No,0
EZD92I,"Mar 19, 2017 1:58:43 PM",No,0
VEPCJ4,"Mar 19, 2017 1:58:43 PM",No,0
XPCSA3,"Mar 19, 2017 1:58:43 PM",No,0
PEL6TB,"Mar 19, 2017 1:58:43 PM",No,0
KB6A2Q,"Mar 19, 2017 1:58:43 PM",No,0
WWUMRE,"Mar 19, 2017 1:58:43 PM",No,0
GJ345N,"Mar 19, 2017 1:58:43 PM",No,0
EON21E,"Mar 19, 2017 1:58:43 PM",No,0
BGJQ41,"Mar 19, 2017 1:58:43 PM",No,0
J6W8V3,"Mar 19, 2017 1:58:43 PM",No,0
